table_name,difference,name,details
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__coc__bzo_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__coc__cae_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__coc__mhydrx_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__coc__norc_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__coc__ohydrx_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__coc__phydrx_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__coc_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__coc_scrn,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__fent__acetyl_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__fent__anor_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__fent_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__fent_scrn,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj__cbd_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj__cbn_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj__cbn_scrn,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj__thc__delt10_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj__thc__delt8_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj__thc_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj__thccooh_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj__thcv_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj_scrn,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__mj_scrn__01,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__nic__cot_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__nic__t3hc_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__nic_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__nic_scrn,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__6mam_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__cod_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__hc_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__hm_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__mor_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__nhc_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__noc_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__oc_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi__om_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__opi_scrn,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__pcp_cnf,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox__rslt__pcp_scrn,factor vs character
su_y_hairtox,CLASS differs between 6.1 and 7.0,su_y_hairtox_lab,factor vs character
su_y_itu,VALUES differ between 6.1 and 7.0,su_y_itu_age,83 cases
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__alc_001,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__alc_002,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__alc_003,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__mj_001,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__mj_002,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__mj_003,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic__cig_001,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic__cig_002,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic__cig_003,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic__vape_001,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic__vape_002,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic__vape_003,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic_001,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic_002,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu__nic_003,numeric vs character
su_y_itu,MODE differs between 6.1 and 7.0,su_y_itu_adm,numeric vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__alc_001,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__alc_002,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__alc_003,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__mj_001,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__mj_002,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__mj_003,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic__cig_001,"c(""ordered"", ""factor"") vs character"
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic__cig_002,"c(""ordered"", ""factor"") vs character"
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic__cig_003,"c(""ordered"", ""factor"") vs character"
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic__vape_001,"c(""ordered"", ""factor"") vs character"
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic__vape_002,"c(""ordered"", ""factor"") vs character"
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic__vape_003,"c(""ordered"", ""factor"") vs character"
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic_001,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic_002,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu__nic_003,factor vs character
su_y_itu,CLASS differs between 6.1 and 7.0,su_y_itu_adm,factor vs character
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud_age,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud_dtt,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_001,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_002,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_003,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_004,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_005,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_006,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_007,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_008,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_009,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_010,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_011,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_012,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past_013,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_001,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_001__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_001__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_002,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_002__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_002__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_003,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_003__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_003__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_004,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_004__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_004__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_005,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_005__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_005__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_006,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_006__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_006__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_007,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_007__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_007__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_008,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_008__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_008__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_009,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_009__01__mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_009__01__wk,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_009__01__yr,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_009__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_009__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_010__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_010__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_011__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_011__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_012__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_012__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_013__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_013__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_014__12mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres_014__3mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_001,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_002,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_002__mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_002__yr,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_003,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_003__01__mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_003__01__yr,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_004,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_004__01__mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_004__01__yr,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_005,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_005__01__mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__past_005__01__yr,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__pres_001,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__pres_002,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__pres_003a__mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__pres_003a__yr,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__pres_003b__mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__pres_003b__yr,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__pres_003c__mo,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen__pres_003c__yr,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___0,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___1,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___2,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___3,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___4,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___5,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___6,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___7,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___8,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___9,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___10,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___11,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_001___12,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_002___1,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_002___2,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_002___3,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_002___4,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_002___5,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__screen_002___6,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__past__sx_mean,
su_y_ksads__aud,COLUMN exists in 7.0 but not in 6.1,su_y_ksads__aud__pres__sx_mean,
su_y_ksads__aud,COLUMN ORDER differs between 6.1 and 7.0,,36 cases
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__3drinksday__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__3drinksday__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__abstn__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__actvdecr__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__actvdecr__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__crave__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__crave__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__dwi__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__dwi__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__failrespons__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__failrespons__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__freqdrink__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__haz__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__haz__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__negimpct__interprs__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__negimpct__interprs__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__overuse__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__overuse__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__past_dx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__pres_dx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__prob__phys__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__prob__phys__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__prob__psych__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__prob__psych__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__reduce__dsr__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__reduce__dsr__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__reduce__unsucces__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__reduce__unsucces__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__time__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__time__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__tol__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__tol__pres_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__unspec__past_dx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__unspec__pres_dx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__withdr__past_sx,numeric vs character
su_y_ksads__aud,MODE differs between 6.1 and 7.0,su_y_ksads__aud__withdr__pres_sx,numeric vs character
su_y_ksads__aud,CLASS differs between 6.1 and 7.0,su_y_ksads__aud__3drinksday__past_sx,factor vs character
su_y_ksads__aud,CLASS differs between 6.1 and 7.0,su_y_ksads__aud__3drinksday__pres_sx,factor vs character
